decision_id,family,capacity,horizon,alt_policy,baseline_lru_all_tied,alt_all_tied,optimal_set_jaccard,kendall_tau_b,pairwise_concordant,pairwise_discordant,pairwise_a_tie_b_strict,pairwise_a_strict_b_tie,pairwise_both_tied,ccr_mean_over_LRU_optimal,ccr_best_case,ccr_worst_case,ccr_prob_still_optimal,ccr_n_LRU_optimal
cloudphysics|c32|t30818|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t30818|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t32014|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t32014|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t33929|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t33929|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t35422|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t35422|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t44013|h16,cloudphysics,32,16,mru,False,False,0.9666666666666667,0.8027729719194863,58,0,29,2,407,0.03333333333333333,0.0,1.0,0.9666666666666667,30
cloudphysics|c32|t44013|h16,cloudphysics,32,16,random_mean,False,False,0.9333333333333333,0.668373882436804,58,2,57,0,379,0.03999999999999997,0.0,1.0999999999999996,0.9333333333333333,30
cloudphysics|c32|t44608|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t44608|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t49022|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t49022|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t7458|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t7458|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t875|h16,cloudphysics,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
cloudphysics|c32|t875|h16,cloudphysics,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
metakv|c128|t21978|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t21978|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t23015|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t23015|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t23901|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t23901|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t25580|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t25580|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t30596|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t30596|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t33831|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t33831|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t34034|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t34034|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t34663|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t34663|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t35161|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t35161|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t38400|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t38400|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t38841|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t38841|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t39091|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t39091|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t39676|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t39676|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t43630|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t43630|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t44531|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t44531|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t45360|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t45360|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t48042|h16,metakv,128,16,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t48042|h16,metakv,128,16,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metakv|c128|t49489|h16,metakv,128,16,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metakv|c128|t49489|h16,metakv,128,16,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metakv|c128|t5973|h16,metakv,128,16,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metakv|c128|t5973|h16,metakv,128,16,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metakv|c128|t6609|h16,metakv,128,16,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metakv|c128|t6609|h16,metakv,128,16,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
wiki2018|c32|t13206|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t13206|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t13320|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t13320|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t13989|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t13989|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t17231|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t17231|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t17649|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t17649|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t26507|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t26507|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t28131|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t28131|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t29530|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t29530|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t3754|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t3754|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t38681|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t38681|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4296|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4296|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t43892|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t43892|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t44082|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t44082|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t46655|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t46655|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t47203|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t47203|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4738|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4738|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4868|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t4868|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t8196|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t8196|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t9052|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t9052|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t9408|h16,wiki2018,32,16,mru,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
wiki2018|c32|t9408|h16,wiki2018,32,16,random_mean,True,True,1.0,,0,0,0,0,496,0.0,0.0,0.0,1.0,32
