n_decisions,h16_to_h128_info_increase,h16_to_h128_info_decrease,h16_to_h128_info_unchanged,adjacent_all_nondecreasing,adjacent_all_nonincreasing,adjacent_mixed,h16_to_h128_info_increase_fraction,h16_to_h128_info_decrease_fraction,h16_to_h128_info_unchanged_fraction,adjacent_all_nondecreasing_fraction,adjacent_all_nonincreasing_fraction,adjacent_mixed_fraction
787762,270678,0,517084,787762,0,0,0.34360377880628923,0.0,0.6563962211937108,1.0,0.0,0.0
