weighting,scope,horizon,cell_count,decisions,candidate_rows,all_tied_fraction,discriminative_fraction,random_optimal_probability,expected_random_regret,mean_optimal_set_fraction,mean_loss_range,mean_strict_preference_density
DECISION_MICRO,MATCHED_ALL_FIVE_FAMILIES,16,20.0,787762.0,92665024.0,0.6192949139460903,0.3807050860539097,0.9869416758329292,0.013215558561786387,0.9869416758329292,0.38385324501562657,0.02460333958052898
DECISION_MICRO,MATCHED_ALL_FIVE_FAMILIES,32,20.0,787762.0,92665024.0,0.5807172724756969,0.419282727524303,0.9796999730327814,0.020890867101992696,0.9796999730327814,0.42693224603370056,0.03522418011868484
DECISION_MICRO,MATCHED_ALL_FIVE_FAMILIES,64,20.0,787762.0,92665024.0,0.555142289168556,0.44485771083144404,0.9724085942994204,0.028961098815378207,0.9724085942994204,0.4581307552281018,0.044737724234738575
DECISION_MICRO,MATCHED_ALL_FIVE_FAMILIES,128,20.0,787762.0,92665024.0,0.5433950863331819,0.45660491366681816,0.9660603888769704,0.03609547125273874,0.9660603888769704,0.47518032095988383,0.05236269443624508
