decision_id,family,capacity,horizon,sample,alt_policy,baseline_lru_all_tied,alt_all_tied,optimal_set_jaccard,kendall_tau_b,pairwise_concordant,pairwise_discordant,pairwise_a_tie_b_strict,pairwise_a_strict_b_tie,pairwise_both_tied,ccr_mean_over_LRU_optimal,ccr_best_case,ccr_worst_case,ccr_prob_still_optimal,ccr_n_LRU_optimal
metacdn|c128|t36517|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36517|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36517|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t36517|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t36517|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t36517|h16,metacdn,128,16,primary,random_mean,False,False,0.752,0.33750928163286914,375,0,2917,0,4836,0.04960000000000026,0.0,0.20000000000000107,0.752,125
metacdn|c128|t36520|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36520|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36520|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t36520|h16,metacdn,128,8,primary,random_mean,False,False,0.2619047619047619,0.2754646235137791,252,0,3069,0,4807,0.07380952380952355,0.0,0.09999999999999964,0.2619047619047619,126
metacdn|c128|t36520|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t36520|h16,metacdn,128,16,primary,random_mean,False,False,0.256,0.33442509348938404,375,0,2978,0,4775,0.07439999999999973,0.0,0.09999999999999964,0.256,125
metacdn|c128|t36528|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36528|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36528|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36528|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36528|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36528|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36638|h16,metacdn,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t36638|h16,metacdn,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t36638|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36638|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36638|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36638|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36642|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t36884|h16,metacdn,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t36884|h16,metacdn,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t36884|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t36884|h16,metacdn,128,8,primary,random_mean,False,False,0.9841269841269841,0.7099295739719539,252,0,248,0,7628,0.0015873015873015958,0.0,0.10000000000000053,0.9841269841269841,126
metacdn|c128|t36884|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t36884|h16,metacdn,128,16,primary,random_mean,False,False,0.9841269841269841,0.7099295739719539,252,0,248,0,7628,0.0015873015873015817,0.0,0.09999999999999964,0.9841269841269841,126
metacdn|c128|t37037|h16,metacdn,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t37037|h16,metacdn,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t37037|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37037|h16,metacdn,128,8,primary,random_mean,False,False,0.007874015748031496,0.7085028472666715,127,0,126,0,7875,0.0992125984251965,0.0,0.09999999999999964,0.007874015748031496,127
metacdn|c128|t37037|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37037|h16,metacdn,128,16,primary,random_mean,False,False,0.007874015748031496,0.7085028472666715,127,0,126,0,7875,0.198425196850393,0.0,0.1999999999999993,0.007874015748031496,127
metacdn|c128|t37099|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37099|h16,metacdn,128,4,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37099|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t37099|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t37099|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t37099|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t37216|h16,metacdn,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t37216|h16,metacdn,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t37216|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37216|h16,metacdn,128,8,primary,random_mean,False,False,0.023809523809523808,0.6365097756780818,252,0,370,0,7506,0.09761904761904813,0.0,0.10000000000000053,0.023809523809523808,126
metacdn|c128|t37216|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9969894562892347,496,0,3,0,7629,0.0,0.0,0.0,1.0,124
metacdn|c128|t37216|h16,metacdn,128,16,primary,random_mean,False,False,0.33064516129032256,0.342834573845312,496,0,3724,0,3908,0.1306451612903221,0.0,0.1999999999999993,0.33064516129032256,124
metacdn|c128|t37456|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37456|h16,metacdn,128,4,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496063007,0.0,0.10000000000000009,0.984251968503937,127
metacdn|c128|t37456|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37456|h16,metacdn,128,8,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496062936,0.0,0.09999999999999964,0.984251968503937,127
metacdn|c128|t37456|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37456|h16,metacdn,128,16,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496062936,0.0,0.09999999999999964,0.984251968503937,127
metacdn|c128|t37462|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37462|h16,metacdn,128,4,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496063007,0.0,0.10000000000000009,0.984251968503937,127
metacdn|c128|t37462|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37462|h16,metacdn,128,8,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496063076,0.0,0.10000000000000053,0.984251968503937,127
metacdn|c128|t37462|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37462|h16,metacdn,128,16,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0015748031496062936,0.0,0.09999999999999964,0.984251968503937,127
metacdn|c128|t37468|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37468|h16,metacdn,128,4,primary,random_mean,False,False,0.9920634920634921,0.8164965809277259,252,0,126,0,7750,0.0007936507936507944,0.0,0.10000000000000009,0.9920634920634921,126
metacdn|c128|t37468|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37468|h16,metacdn,128,8,primary,random_mean,False,False,0.9920634920634921,0.8164965809277259,252,0,126,0,7750,0.0007936507936507908,0.0,0.09999999999999964,0.9920634920634921,126
metacdn|c128|t37468|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37468|h16,metacdn,128,16,primary,random_mean,False,False,0.9920634920634921,0.8164965809277259,252,0,126,0,7750,0.0007936507936507908,0.0,0.09999999999999964,0.9920634920634921,126
metacdn|c128|t37470|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37470|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37470|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37470|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37470|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37470|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37583|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37583|h16,metacdn,128,4,primary,random_mean,False,False,0.06299212598425197,0.34307663215803674,127,0,952,0,7049,0.09370078740157489,0.0,0.10000000000000009,0.06299212598425197,127
metacdn|c128|t37583|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37583|h16,metacdn,128,8,primary,random_mean,False,False,0.06349206349206349,0.26748879516089435,252,0,3270,0,4606,0.16746031746031753,0.0,0.20000000000000018,0.06349206349206349,126
metacdn|c128|t37583|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t37583|h16,metacdn,128,16,primary,random_mean,False,False,0.064,0.31883156156765147,375,0,3314,0,4439,0.2512000000000008,0.0,0.3000000000000007,0.064,125
metacdn|c128|t37687|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37687|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37687|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37687|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37687|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37687|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t37800|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37800|h16,metacdn,128,4,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37800|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t37800|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t37800|h16,metacdn,128,16,primary,mru,False,False,1.0,0.995157356527704,615,0,6,0,7507,0.0,0.0,0.0,1.0,123
metacdn|c128|t37800|h16,metacdn,128,16,primary,random_mean,False,False,0.8373983739837398,0.4786811240062436,615,0,2069,0,5444,0.01626016260162596,0.0,0.09999999999999964,0.8373983739837398,123
metacdn|c128|t37895|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37895|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37895|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37895|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37895|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37895|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37897|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37897|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t37897|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37897|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t37897|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t37897|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38212|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38212|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38212|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t38212|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38212|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t38212|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38215|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38215|h16,metacdn,128,4,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38215|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38215|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38215|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t38215|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38253|h16,metacdn,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t38253|h16,metacdn,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t38253|h16,metacdn,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t38253|h16,metacdn,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
metacdn|c128|t38253|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38253|h16,metacdn,128,16,primary,random_mean,False,False,0.984251968503937,0.5804050538418829,127,0,250,0,7751,0.0031496062992126153,0.0,0.20000000000000107,0.984251968503937,127
metacdn|c128|t38352|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38352|h16,metacdn,128,4,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t38352|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38352|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t38352|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38352|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t38477|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38477|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38477|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38477|h16,metacdn,128,8,primary,random_mean,False,False,0.9365079365079365,0.45883146774112354,252,0,945,0,6931,0.006349206349206327,0.0,0.09999999999999964,0.9365079365079365,126
metacdn|c128|t38477|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38477|h16,metacdn,128,16,primary,random_mean,False,False,0.768,0.33562842604952914,375,0,2954,0,4799,0.029600000000000008,0.0,0.20000000000000107,0.768,125
metacdn|c128|t38581|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38581|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38581|h16,metacdn,128,8,primary,mru,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t38581|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38581|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9969894562892347,496,0,3,0,7629,0.0,0.0,0.0,1.0,124
metacdn|c128|t38581|h16,metacdn,128,16,primary,random_mean,False,False,0.056451612903225805,0.6132230070752145,496,0,823,0,6809,0.09435483870967708,0.0,0.09999999999999964,0.056451612903225805,124
metacdn|c128|t38655|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38655|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38655|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38655|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
metacdn|c128|t38655|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t38655|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9973439528127703,375,0,2,0,7751,0.0,0.0,0.0,1.0,125
metacdn|c128|t38801|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38801|h16,metacdn,128,4,primary,random_mean,False,False,0.9291338582677166,0.3268217364784956,127,0,1062,0,6939,0.007086614173228352,0.0,0.10000000000000009,0.9291338582677166,127
metacdn|c128|t38801|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38801|h16,metacdn,128,8,primary,random_mean,False,False,0.9291338582677166,0.3268217364784956,127,0,1062,0,6939,0.007086614173228321,0.0,0.09999999999999964,0.9291338582677166,127
metacdn|c128|t38801|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38801|h16,metacdn,128,16,primary,random_mean,False,False,0.9291338582677166,0.3268217364784956,127,0,1062,0,6939,0.007086614173228321,0.0,0.09999999999999964,0.9291338582677166,127
metacdn|c128|t38818|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38818|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38818|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38818|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38818|h16,metacdn,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38818|h16,metacdn,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38994|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38994|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38994|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38994|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t38994|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t38994|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9980217586956907,252,0,1,0,7875,0.0,0.0,0.0,1.0,126
metacdn|c128|t3900|h16,metacdn,128,4,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t3900|h16,metacdn,128,4,primary,random_mean,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
metacdn|c128|t3900|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,496,0,0,0,7632,0.0,0.0,0.0,1.0,124
metacdn|c128|t3900|h16,metacdn,128,8,primary,random_mean,False,False,1.0,0.9959919678390986,496,0,4,0,7628,0.0,0.0,0.0,1.0,124
metacdn|c128|t3900|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9969894562892347,496,0,3,0,7629,0.0,0.0,0.0,1.0,124
metacdn|c128|t3900|h16,metacdn,128,16,primary,random_mean,False,False,1.0,0.9949974673735811,496,0,5,0,7627,0.0,0.0,0.0,1.0,124
metacdn|c128|t39015|h16,metacdn,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t39015|h16,metacdn,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t39015|h16,metacdn,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t39015|h16,metacdn,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
metacdn|c128|t39015|h16,metacdn,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
