decision_id,family,capacity,horizon,sample,alt_policy,baseline_lru_all_tied,alt_all_tied,optimal_set_jaccard,kendall_tau_b,pairwise_concordant,pairwise_discordant,pairwise_a_tie_b_strict,pairwise_a_strict_b_tie,pairwise_both_tied,ccr_mean_over_LRU_optimal,ccr_best_case,ccr_worst_case,ccr_prob_still_optimal,ccr_n_LRU_optimal
cloudphysics|c128|t10655|h16,cloudphysics,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10655|h16,cloudphysics,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10655|h16,cloudphysics,128,16,primary,mru,False,False,0.9212598425196851,0.2893974685005327,117,0,10,1170,6831,0.0,0.0,0.0,1.0,117
cloudphysics|c128|t10655|h16,cloudphysics,128,16,primary,random_mean,False,False,1.0,0.9961374903941207,1287,0,10,0,6831,0.0,0.0,0.0,1.0,117
cloudphysics|c128|t10726|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10726|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10726|h16,cloudphysics,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10726|h16,cloudphysics,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10726|h16,cloudphysics,128,16,primary,mru,False,False,1.0,0.9999999999999999,252,0,0,0,7876,0.0,0.0,0.0,1.0,126
cloudphysics|c128|t10726|h16,cloudphysics,128,16,primary,random_mean,False,False,0.15873015873015872,0.22316444954674564,252,0,4808,0,3068,0.13492063492063536,0.0,0.20000000000000107,0.15873015873015872,126
cloudphysics|c128|t10760|h16,cloudphysics,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10760|h16,cloudphysics,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10760|h16,cloudphysics,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10760|h16,cloudphysics,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10760|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10760|h16,cloudphysics,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10947|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10947|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10947|h16,cloudphysics,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10947|h16,cloudphysics,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t10947|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t10947|h16,cloudphysics,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11391|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11391|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11391|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11391|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11391|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11391|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11617|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1164|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11661|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11717|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11749|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11821|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11852|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11852|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11852|h16,cloudphysics,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11852|h16,cloudphysics,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11852|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11852|h16,cloudphysics,128,16,primary,random_mean,False,False,0.1732283464566929,0.2282832757799412,127,0,2310,0,5691,0.08267716535433041,0.0,0.09999999999999964,0.1732283464566929,127
cloudphysics|c128|t1187|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1187|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1187|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1187|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1187|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t1187|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11880|h16,cloudphysics,128,4,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11880|h16,cloudphysics,128,4,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11880|h16,cloudphysics,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11880|h16,cloudphysics,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11880|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11880|h16,cloudphysics,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t11923|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11923|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11923|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11923|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11923|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11923|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t11992|h16,cloudphysics,128,16,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12073|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12073|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12073|h16,cloudphysics,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12073|h16,cloudphysics,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12073|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,375,0,0,0,7753,0.0,0.0,0.0,1.0,125
cloudphysics|c128|t12073|h16,cloudphysics,128,16,primary,random_mean,False,False,0.112,0.3903550723210779,375,0,2086,0,5667,0.2624000000000005,0.0,0.3000000000000007,0.112,125
cloudphysics|c128|t12102|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12102|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12102|h16,cloudphysics,128,8,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12102|h16,cloudphysics,128,8,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12102|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12102|h16,cloudphysics,128,16,primary,random_mean,False,False,0.15748031496062992,0.23668792397767,127,0,2140,0,5861,0.08425196850393671,0.0,0.09999999999999964,0.15748031496062992,127
cloudphysics|c128|t12202|h16,cloudphysics,128,4,primary,mru,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12202|h16,cloudphysics,128,4,primary,random_mean,False,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12202|h16,cloudphysics,128,8,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12202|h16,cloudphysics,128,8,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12202|h16,cloudphysics,128,16,primary,mru,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12202|h16,cloudphysics,128,16,primary,random_mean,False,False,1.0,1.0,127,0,0,0,8001,0.0,0.0,0.0,1.0,127
cloudphysics|c128|t12212|h16,cloudphysics,128,4,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12212|h16,cloudphysics,128,4,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12212|h16,cloudphysics,128,8,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12212|h16,cloudphysics,128,8,primary,random_mean,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
cloudphysics|c128|t12212|h16,cloudphysics,128,16,primary,mru,True,True,1.0,,0,0,0,0,8128,0.0,0.0,0.0,1.0,128
