horizon,count,mean,std,min,q05,q25,q50,q75,q95,max
4,92665024,3.3371267351098943,0.9565682540329045,0.0,1.0,3.0,4.0,4.0,4.0,4.0
8,92665024,6.660058135850696,1.696526151628257,0.0,3.0,6.0,7.1062715974450725,8.0,8.0,8.0
16,92665024,13.271164975902883,3.169567901332877,0.0,7.000159684072152,11.0,14.100478395826997,16.0,16.0,16.0
