baseline,split,rows,positive_rate,accuracy,log_loss
majority_non_tie,overall,120032,,0.9488969608104505,0.20234426856688612
majority_non_tie,train,74141,0.05904964864245155,0.9409503513575485,0.22434455048138296
majority_non_tie,val,44080,0.02250453720508167,0.9774954627949183,0.12316897881349136
majority_non_tie,test,1811,0.4218663721700718,0.5781336278299282,1.2288069250588411
random_non_tie,overall,120032,,0.49802552652625964,0.6931471805599452
random_non_tie,train,74141,0.05904964864245155,0.496068302288882,0.6931471805599452
random_non_tie,val,44080,0.02250453720508167,0.5013838475499093,0.6931471805599454
random_non_tie,test,1811,0.4218663721700718,0.496410822749862,0.6931471805599452
