candidate_count,n_decisions,all_tied_fraction,mean_optimal_set_fraction,mean_random_regret
32,613314,0.712685508564944,0.9839825623579439,0.016190218224270112
64,599172,0.6825402388629642,0.9903114475058915,0.009755858918641058
128,582678,0.6626455778320102,0.9943536701445739,0.005666334472041162
256,568122,0.6456993392264337,0.9968683965547893,0.003136760238117869
