target,summary_scope,count,missing_count,total_rows_seen,min,max,mean,std,q05,q25,q50,q75,q95,quantiles_approximate,split,trace_family,capacity,horizon
y_value,group,262144,0,262144,-8.0,-8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,True,test,wiki2018,64,8
y_value,group,4613504,0,4613504,-16.0,-0.0,-15.418695421094249,1.15644291775506,-16.0,-16.0,-16.0,-15.0,-13.0,True,train,cloudphysics,128,16
y_value,group,4613504,0,4613504,-4.0,-0.0,-3.858141230613434,0.4162478684363239,-4.0,-4.0,-4.0,-4.0,-3.0,True,train,cloudphysics,128,4
y_value,group,4613504,0,4613504,-8.0,-0.0,-7.715266313847349,0.6698890558702765,-8.0,-8.0,-8.0,-8.0,-6.0,True,train,cloudphysics,128,8
y_value,group,9057536,0,9057536,-16.0,-0.0,-15.223110015792374,1.3546762302277569,-16.0,-16.0,-16.0,-15.0,-13.0,True,train,cloudphysics,256,16
y_value,group,9057536,0,9057536,-4.0,-0.0,-3.811145547751618,0.48171850910923036,-4.0,-4.0,-4.0,-4.0,-3.0,True,train,cloudphysics,256,4
y_value,group,9057536,0,9057536,-8.0,-0.0,-7.620510147572143,0.781008089166259,-8.0,-8.0,-8.0,-7.0,-6.0,True,train,cloudphysics,256,8
y_value,group,1189984,0,1189984,-16.0,-0.0,-15.79790736682174,0.6343651545205785,-16.0,-16.0,-16.0,-16.0,-15.0,True,train,cloudphysics,32,16
y_value,group,1189984,0,1189984,-4.0,-0.0,-3.950454796030871,0.23974046448774622,-4.0,-4.0,-4.0,-4.0,-4.0,True,train,cloudphysics,32,4
y_value,group,1189984,0,1189984,-8.0,-0.0,-7.900702026245731,0.3770873877784172,-8.0,-8.0,-8.0,-8.0,-7.0,True,train,cloudphysics,32,8
y_value,group,2345984,0,2345984,-16.0,-0.0,-15.612329836861633,0.9287196111364335,-16.0,-16.0,-16.0,-16.0,-14.0,True,train,cloudphysics,64,16
y_value,group,2345984,0,2345984,-4.0,-0.0,-3.9047175939818857,0.3405428468266949,-4.0,-4.0,-4.0,-4.0,-3.0,True,train,cloudphysics,64,4
y_value,group,2345984,0,2345984,-8.0,-0.0,-7.809284718054343,0.5436484571134405,-8.0,-8.0,-8.0,-8.0,-7.0,True,train,cloudphysics,64,8
y_value,group,2120576,0,2120576,-16.0,-0.0,-9.261331355254422,2.4000322688128604,-13.0,-11.0,-9.0,-8.0,-5.0,True,train,metacdn,128,16
y_value,group,2120576,0,2120576,-4.0,-0.0,-2.365773733174383,1.0149716191018452,-4.0,-3.0,-2.0,-2.0,-1.0,True,train,metacdn,128,4
y_value,group,2120576,0,2120576,-8.0,-0.0,-4.69883182682441,1.516766019163838,-7.0,-6.0,-5.0,-4.0,-2.0,True,train,metacdn,128,8
y_value,group,4108032,0,4108032,-16.0,-0.0,-8.96058404608338,2.380870610264735,-12.0,-11.0,-9.0,-8.0,-5.0,True,train,metacdn,256,16
y_value,group,4108032,0,4108032,-4.0,-0.0,-2.2901221314731726,1.0198336405164,-4.0,-3.0,-2.0,-2.0,-1.0,True,train,metacdn,256,4
y_value,group,4108032,0,4108032,-8.0,-0.0,-4.547232835576743,1.5189884937661124,-7.0,-6.0,-5.0,-4.0,-2.0,True,train,metacdn,256,8
y_value,group,560608,0,560608,-16.0,-0.0,-9.818279439465723,2.423967020423906,-13.0,-12.0,-10.0,-8.0,-5.0,True,train,metacdn,32,16
y_value,group,560608,0,560608,-4.0,-0.0,-2.5199354986015186,1.001954181890679,-4.0,-3.0,-3.0,-2.0,-1.0,True,train,metacdn,32,4
y_value,group,560608,0,560608,-8.0,-0.0,-4.994846666476397,1.513032808695065,-7.0,-6.0,-5.0,-4.0,-2.0,True,train,metacdn,32,8
y_value,group,1093824,0,1093824,-16.0,-0.0,-9.560411912702593,2.4114503356534565,-13.0,-11.0,-10.0,-8.0,-5.0,True,train,metacdn,64,16
y_value,group,1093824,0,1093824,-4.0,-0.0,-2.4462216956292786,1.005478811626229,-4.0,-3.0,-2.0,-2.0,-1.0,True,train,metacdn,64,4
y_value,group,1093824,0,1093824,-8.0,-0.0,-4.855372527938681,1.515335231852826,-7.0,-6.0,-5.0,-4.0,-2.0,True,train,metacdn,64,8
y_value,group,3271040,0,3271040,-16.0,-0.0,-12.18515701428292,1.775845129587646,-15.0,-13.0,-12.0,-11.0,-9.0,True,train,metakv,128,16
y_value,group,3271040,0,3271040,-4.0,-0.0,-3.051302032381139,0.825414249369548,-4.0,-4.0,-3.0,-3.0,-2.0,True,train,metakv,128,4
y_value,group,3271040,0,3271040,-8.0,-0.0,-6.100000305713167,1.209499731649742,-8.0,-7.0,-6.0,-5.0,-4.0,True,train,metakv,128,8
y_value,group,6541824,0,6541824,-16.0,-0.0,-12.183720931654536,1.7759460784111591,-15.0,-13.0,-12.0,-11.0,-9.0,True,train,metakv,256,16
y_value,group,6541824,0,6541824,-4.0,-0.0,-3.0505814586268296,0.8258751037682648,-4.0,-4.0,-3.0,-3.0,-2.0,True,train,metakv,256,4
y_value,group,6541824,0,6541824,-8.0,-0.0,-6.098904372847695,1.2097711815596848,-8.0,-7.0,-6.0,-5.0,-4.0,True,train,metakv,256,8
y_value,group,818528,0,818528,-16.0,-0.0,-12.199947955354002,1.7749642562537313,-15.0,-13.0,-12.0,-11.0,-9.0,True,train,metakv,32,16
y_value,group,818528,0,818528,-4.0,-0.0,-3.0571990206810273,0.8228131212117068,-4.0,-4.0,-3.0,-3.0,-2.0,True,train,metakv,32,4
y_value,group,818528,0,818528,-8.0,-0.0,-6.108927245005669,1.2071641389473489,-8.0,-7.0,-6.0,-5.0,-4.0,True,train,metakv,32,8
y_value,group,1636288,0,1636288,-16.0,-0.0,-12.192284610044197,1.7758867115208312,-15.0,-13.0,-12.0,-11.0,-9.0,True,train,metakv,64,16
y_value,group,1636288,0,1636288,-4.0,-0.0,-3.053839544138929,0.8245707491159535,-4.0,-4.0,-3.0,-3.0,-2.0,True,train,metakv,64,4
y_value,group,1636288,0,1636288,-8.0,-0.0,-6.104035475417531,1.208503189941147,-8.0,-7.0,-6.0,-5.0,-4.0,True,train,metakv,64,8
y_value,group,3038976,0,3038976,-16.0,-0.0,-10.791762751663718,3.0554372044721454,-15.0,-13.0,-11.0,-9.0,-5.0,True,train,twemcache,128,16
y_value,group,3038976,0,3038976,-4.0,-0.0,-2.7635831938126527,1.093231213436425,-4.0,-4.0,-3.0,-2.0,-1.0,True,train,twemcache,128,4
y_value,group,3038976,0,3038976,-8.0,-0.0,-5.471113625115828,1.7976094471930693,-8.0,-7.0,-6.0,-4.0,-2.0,True,train,twemcache,128,8
y_value,group,5583360,0,5583360,-16.0,-0.0,-10.260442636691884,3.2795410535762497,-15.0,-13.0,-11.0,-8.0,-4.0,True,train,twemcache,256,16
y_value,group,5583360,0,5583360,-4.0,-0.0,-2.6437188359697386,1.1433399823592818,-4.0,-4.0,-3.0,-2.0,-1.0,True,train,twemcache,256,4
y_value,group,5583360,0,5583360,-8.0,-0.0,-5.221080317228336,1.9044869162545441,-8.0,-7.0,-5.0,-4.0,-2.0,True,train,twemcache,256,8
y_value,group,921024,0,921024,-16.0,-0.0,-12.581335556945312,2.4521356508699204,-16.0,-14.0,-13.0,-11.0,-8.0,True,train,twemcache,32,16
y_value,group,921024,0,921024,-4.0,-0.0,-3.1844045323466057,0.9170429786815358,-4.0,-4.0,-3.0,-3.0,-1.0,True,train,twemcache,32,4
y_value,group,921024,0,921024,-8.0,-0.0,-6.333661229240498,1.4694562151694661,-8.0,-7.0,-7.0,-5.0,-4.0,True,train,twemcache,32,8
y_value,group,1693568,0,1693568,-16.0,-0.0,-11.695836836784823,2.682236611103849,-16.0,-14.0,-12.0,-10.0,-7.0,True,train,twemcache,64,16
y_value,group,1693568,0,1693568,-4.0,-0.0,-2.9703371816189255,1.0030539262822278,-4.0,-4.0,-3.0,-2.0,-1.0,True,train,twemcache,64,4
y_value,group,1693568,0,1693568,-8.0,-0.0,-5.898368415085783,1.6119850196299912,-8.0,-7.0,-6.0,-5.0,-3.0,True,train,twemcache,64,8
y_value,group,5335040,0,5335040,-16.0,-0.0,-15.996737044145874,0.18942509737218527,-16.0,-16.0,-16.0,-16.0,-16.0,True,train,wiki2018,128,16
y_value,group,5335040,0,5335040,-4.0,-0.0,-3.999760076775432,0.026827450690448444,-4.0,-4.0,-4.0,-4.0,-4.0,True,train,wiki2018,128,4
y_value,group,5335040,0,5335040,-8.0,-0.0,-7.999136276391555,0.069954898060893,-8.0,-8.0,-8.0,-8.0,-8.0,True,train,wiki2018,128,8
y_value,group,10637312,0,10637312,-16.0,-0.0,-15.996726992683866,0.18971654619609757,-16.0,-16.0,-16.0,-16.0,-16.0,True,train,wiki2018,256,16
y_value,group,10637312,0,10637312,-4.0,-0.0,-3.999759337697343,0.0268687362863789,-4.0,-4.0,-4.0,-4.0,-4.0,True,train,wiki2018,256,4
y_value,group,10637312,0,10637312,-8.0,-0.0,-7.999133615710435,0.07006254600329632,-8.0,-8.0,-8.0,-8.0,-8.0,True,train,wiki2018,256,8
y_value,group,1336832,0,1336832,-16.0,-0.0,-15.99674454232095,0.18920739009041837,-16.0,-16.0,-16.0,-16.0,-16.0,True,train,wiki2018,32,16
y_value,group,1336832,0,1336832,-4.0,-0.0,-3.9997606281118347,0.026796611084097102,-4.0,-4.0,-4.0,-4.0,-4.0,True,train,wiki2018,32,4
y_value,group,1336832,0,1336832,-8.0,-0.0,-7.999138261202605,0.06987448693774881,-8.0,-8.0,-8.0,-8.0,-8.0,True,train,wiki2018,32,8
y_value,group,2671616,0,2671616,-16.0,-0.0,-15.996742046761211,0.18927987575905264,-16.0,-16.0,-16.0,-16.0,-16.0,True,train,wiki2018,64,16
y_value,group,2671616,0,2671616,-4.0,-0.0,-3.999760444614795,0.02680687913263656,-4.0,-4.0,-4.0,-4.0,-4.0,True,train,wiki2018,64,4
y_value,group,2671616,0,2671616,-8.0,-0.0,-7.9991376006132615,0.06990125982757452,-8.0,-8.0,-8.0,-8.0,-8.0,True,train,wiki2018,64,8
y_value,group,479360,0,479360,-16.0,-2.0,-14.785292890520694,1.5877902652948124,-16.0,-16.0,-15.0,-14.0,-12.0,True,val,cloudphysics,128,16
y_value,group,479360,0,479360,-4.0,-0.0,-3.7035401368491323,0.5698805453096387,-4.0,-4.0,-4.0,-3.0,-3.0,True,val,cloudphysics,128,4
y_value,group,479360,0,479360,-8.0,-0.0,-7.405200684245661,0.916730930942041,-8.0,-8.0,-8.0,-7.0,-6.0,True,val,cloudphysics,128,8
y_value,group,935168,0,935168,-16.0,-1.0,-14.469947645770599,1.8173508792875204,-16.0,-16.0,-15.0,-14.0,-11.0,True,val,cloudphysics,256,16
y_value,group,935168,0,935168,-4.0,-0.0,-3.62943342800438,0.6346159385326255,-4.0,-4.0,-4.0,-3.0,-2.0,True,val,cloudphysics,256,4
y_value,group,935168,0,935168,-8.0,-0.0,-7.255327385026006,1.0384322292551458,-8.0,-8.0,-8.0,-7.0,-5.0,True,val,cloudphysics,256,8
y_value,group,127872,0,127872,-16.0,-10.0,-15.62229416916917,0.8262062144282025,-16.0,-16.0,-16.0,-16.0,-14.0,True,val,cloudphysics,32,16
y_value,group,127872,0,127872,-4.0,-1.0,-3.90429491991992,0.3289021491765473,-4.0,-4.0,-4.0,-4.0,-3.0,True,val,cloudphysics,32,4
y_value,group,127872,0,127872,-8.0,-4.0,-7.811084522022022,0.5071850553975277,-8.0,-8.0,-8.0,-8.0,-7.0,True,val,cloudphysics,32,8
y_value,group,248576,0,248576,-16.0,-3.0,-15.23459626029866,1.2134667051678487,-16.0,-16.0,-16.0,-15.0,-13.0,True,val,cloudphysics,64,16
y_value,group,248576,0,248576,-4.0,-0.0,-3.8101908470648818,0.461064590960688,-4.0,-4.0,-4.0,-4.0,-3.0,True,val,cloudphysics,64,4
y_value,group,248576,0,248576,-8.0,-1.0,-7.62189028707518,0.7242924157685188,-8.0,-8.0,-8.0,-7.0,-6.0,True,val,cloudphysics,64,8
y_value,group,1422848,0,1422848,-16.0,-0.0,-9.281894482052897,2.453015372116654,-13.0,-11.0,-9.0,-8.0,-5.0,True,val,metacdn,128,16
y_value,group,1422848,0,1422848,-4.0,-0.0,-2.3572567132961497,1.0165591822838007,-4.0,-3.0,-2.0,-2.0,-1.0,True,val,metacdn,128,4
y_value,group,1422848,0,1422848,-8.0,-0.0,-4.693414194629363,1.5390916143182574,-7.0,-6.0,-5.0,-4.0,-2.0,True,val,metacdn,128,8
y_value,group,2736640,0,2736640,-16.0,-0.0,-9.017937690014032,2.439616628609024,-13.0,-11.0,-9.0,-8.0,-5.0,True,val,metacdn,256,16
y_value,group,2736640,0,2736640,-4.0,-0.0,-2.287736055893358,1.0207494886111967,-4.0,-3.0,-2.0,-2.0,-1.0,True,val,metacdn,256,4
y_value,group,2736640,0,2736640,-8.0,-0.0,-4.557515054957904,1.534480201638412,-7.0,-6.0,-5.0,-4.0,-2.0,True,val,metacdn,256,8
y_value,group,378528,0,378528,-16.0,-0.0,-9.826147603347705,2.4733954682040697,-13.0,-12.0,-10.0,-8.0,-5.0,True,val,metacdn,32,16
y_value,group,378528,0,378528,-4.0,-0.0,-2.506467156987066,1.0065725869772348,-4.0,-3.0,-3.0,-2.0,-1.0,True,val,metacdn,32,4
y_value,group,378528,0,378528,-8.0,-0.0,-4.9800437484149125,1.5338844517486552,-7.0,-6.0,-5.0,-4.0,-2.0,True,val,metacdn,32,8
y_value,group,733504,0,733504,-16.0,-0.0,-9.531372698717389,2.467502123809079,-13.0,-11.0,-10.0,-8.0,-5.0,True,val,metacdn,64,16
y_value,group,733504,0,733504,-4.0,-0.0,-2.426583904109589,1.0146643607735797,-4.0,-3.0,-2.0,-2.0,-1.0,True,val,metacdn,64,4
y_value,group,733504,0,733504,-8.0,-0.0,-4.825526513829509,1.544029056310586,-7.0,-6.0,-5.0,-4.0,-2.0,True,val,metacdn,64,8
y_value,group,1208704,0,1208704,-16.0,-4.0,-12.294051314465742,1.7014930268053965,-15.0,-14.0,-12.0,-11.0,-9.0,True,val,metakv,128,16
y_value,group,1208704,0,1208704,-4.0,-0.0,-3.079102906915175,0.8134023415354256,-4.0,-4.0,-3.0,-3.0,-2.0,True,val,metakv,128,4
y_value,group,1208704,0,1208704,-8.0,-0.0,-6.158648436672667,1.181061482539123,-8.0,-7.0,-6.0,-5.0,-4.0,True,val,metakv,128,8
y_value,group,2417408,0,2417408,-16.0,-4.0,-12.29348335076247,1.701642014282881,-15.0,-13.0,-12.0,-11.0,-9.0,True,val,metakv,256,16
y_value,group,2417408,0,2417408,-4.0,-0.0,-3.078628018108652,0.8136827846953728,-4.0,-4.0,-3.0,-3.0,-2.0,True,val,metakv,256,4
y_value,group,2417408,0,2417408,-8.0,-0.0,-6.1581127389336014,1.1813176982928384,-8.0,-7.0,-6.0,-5.0,-4.0,True,val,metakv,256,8
y_value,group,302400,0,302400,-16.0,-4.0,-12.304914021164022,1.6978969813490754,-15.0,-13.0,-12.0,-11.0,-9.0,True,val,metakv,32,16
y_value,group,302400,0,302400,-4.0,-0.0,-3.084044312169312,0.8106496305021398,-4.0,-4.0,-3.0,-3.0,-2.0,True,val,metakv,32,4
y_value,group,302400,0,302400,-8.0,-0.0,-6.1658465608465605,1.1774311549320342,-8.0,-7.0,-6.0,-5.0,-4.0,True,val,metakv,32,8
y_value,group,604480,0,604480,-16.0,-4.0,-12.297525145579671,1.7009512068163901,-15.0,-13.0,-12.0,-11.0,-9.0,True,val,metakv,64,16
y_value,group,604480,0,604480,-4.0,-0.0,-3.0806610640550556,0.8123125347104911,-4.0,-4.0,-3.0,-3.0,-2.0,True,val,metakv,64,4
y_value,group,604480,0,604480,-8.0,-0.0,-6.1609383271572264,1.1799967220560637,-8.0,-7.0,-6.0,-5.0,-4.0,True,val,metakv,64,8
y_value,group,303360,0,303360,-16.0,-0.0,-10.257650975738397,3.3346612311281074,-15.0,-13.0,-11.0,-8.0,-4.0,True,val,twemcache,128,16
y_value,group,303360,0,303360,-4.0,-0.0,-2.640150316455696,1.159084817662524,-4.0,-4.0,-3.0,-2.0,-0.0,True,val,twemcache,128,4
y_value,group,303360,0,303360,-8.0,-0.0,-5.224215453586498,1.9524706716419433,-8.0,-7.0,-5.0,-4.0,-2.0,True,val,twemcache,128,8
y_value,group,559616,0,559616,-16.0,-0.0,-9.76460644441903,3.5483991872219653,-15.0,-13.0,-10.0,-7.0,-3.0,True,val,twemcache,256,16
y_value,group,559616,0,559616,-4.0,-0.0,-2.5389213317703567,1.201213920067133,-4.0,-3.0,-3.0,-2.0,-0.0,True,val,twemcache,256,4
y_value,group,559616,0,559616,-8.0,-0.0,-4.98928729700366,2.051164465092274,-8.0,-7.0,-5.0,-3.0,-1.0,True,val,twemcache,256,8
y_value,group,93248,0,93248,-16.0,-0.0,-12.005029598490047,2.798782399916448,-16.0,-14.0,-12.0,-10.0,-7.0,True,val,twemcache,32,16
y_value,group,93248,0,93248,-4.0,-0.0,-3.0511968085106385,1.0171276148094361,-4.0,-4.0,-3.0,-2.0,-1.0,True,val,twemcache,32,4
y_value,group,93248,0,93248,-8.0,-0.0,-6.063819063143446,1.6543020079044117,-8.0,-7.0,-6.0,-5.0,-3.0,True,val,twemcache,32,8
y_value,group,169792,0,169792,-16.0,-0.0,-11.075362796833772,3.0066827597527195,-16.0,-13.0,-11.0,-9.0,-5.0,True,val,twemcache,64,16
y_value,group,169792,0,169792,-4.0,-0.0,-2.818525018846589,1.081764941866452,-4.0,-4.0,-3.0,-2.0,-1.0,True,val,twemcache,64,4
y_value,group,169792,0,169792,-8.0,-0.0,-5.5998456935544665,1.7793784158700559,-8.0,-7.0,-6.0,-4.0,-2.0,True,val,twemcache,64,8
y_value,group,524288,0,524288,-16.0,-16.0,-16.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,True,val,wiki2018,128,16
y_value,group,524288,0,524288,-4.0,-4.0,-4.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,True,val,wiki2018,128,4
y_value,group,524288,0,524288,-8.0,-8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,True,val,wiki2018,128,8
y_value,group,1048576,0,1048576,-16.0,-16.0,-16.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,True,val,wiki2018,256,16
y_value,group,1048576,0,1048576,-4.0,-4.0,-4.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,True,val,wiki2018,256,4
y_value,group,1048576,0,1048576,-8.0,-8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,True,val,wiki2018,256,8
y_value,group,131072,0,131072,-16.0,-16.0,-16.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,True,val,wiki2018,32,16
y_value,group,131072,0,131072,-4.0,-4.0,-4.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,True,val,wiki2018,32,4
y_value,group,131072,0,131072,-8.0,-8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,True,val,wiki2018,32,8
y_value,group,262144,0,262144,-16.0,-16.0,-16.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,True,val,wiki2018,64,16
y_value,group,262144,0,262144,-4.0,-4.0,-4.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,True,val,wiki2018,64,4
y_value,group,262144,0,262144,-8.0,-8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,True,val,wiki2018,64,8
